Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,662094
1,false,true,1000001,736935
1,true,false,1000001,672352
1,false,false,1000001,737057
2,true,true,1000001,401083
2,false,true,1000001,561347
2,true,false,1000001,427087
2,false,false,1000001,570455
4,true,true,1000001,280728
4,false,true,1000001,522569
4,true,false,1000001,311305
4,false,false,1000001,527594
8,true,true,1000001,222988
8,false,true,1000001,493525
8,true,false,1000001,270705
8,false,false,1000001,502913
16,true,true,1000001,202049
16,false,true,1000001,488545
16,true,false,1000001,249291
16,false,false,1000001,494043
32,true,true,1000001,198102
32,false,true,1000001,488531
32,true,false,1000001,243753
32,false,false,1000001,493797
64,true,true,1000001,197919
64,false,true,1000001,488531
64,true,false,1000001,243589
64,false,false,1000001,493797
