Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,3000003
1,false,true,1000001,3000003
1,true,false,1000001,3000003
1,false,false,1000001,3000003
2,true,true,1000001,1500003
2,false,true,1000001,1500003
2,true,false,1000001,1500003
2,false,false,1000001,1500003
4,true,true,1000001,773423
4,false,true,1000001,801489
4,true,false,1000001,777588
4,false,false,1000001,805659
8,true,true,1000001,423346
8,false,true,1000001,529150
8,true,false,1000001,456367
8,false,false,1000001,542087
16,true,true,1000001,249656
16,false,true,1000001,424021
16,true,false,1000001,313703
16,false,false,1000001,444529
32,true,true,1000001,171885
32,false,true,1000001,405539
32,true,false,1000001,262199
32,false,false,1000001,432721
64,true,true,1000001,153836
64,false,true,1000001,405539
64,true,false,1000001,258072
64,false,false,1000001,432720
128,true,true,1000001,152189
128,false,true,1000001,405539
128,true,false,1000001,257697
128,false,false,1000001,432720
256,true,true,1000001,152094
256,false,true,1000001,405539
256,true,false,1000001,257605
256,false,false,1000001,432720
512,true,true,1000001,152070
512,false,true,1000001,405539
512,true,false,1000001,257572
512,false,false,1000001,432720
