Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,657688
1,false,true,1000001,682480
1,true,false,1000001,657721
1,false,false,1000001,682504
2,true,true,1000001,375397
2,false,true,1000001,459313
2,true,false,1000001,375528
2,false,false,1000001,467463
4,true,true,1000001,253703
4,false,true,1000001,409145
4,true,false,1000001,241788
4,false,false,1000001,409229
8,true,true,1000001,183332
8,false,true,1000001,359857
8,true,false,1000001,207833
8,false,false,1000001,368008
16,true,true,1000001,157545
16,false,true,1000001,351682
16,true,false,1000001,182105
16,false,false,1000001,351755
32,true,true,1000001,157265
32,false,true,1000001,351658
32,true,false,1000001,173764
32,false,false,1000001,351732
64,true,true,1000001,157142
64,false,true,1000001,351658
64,true,false,1000001,173625
64,false,false,1000001,351732
