Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,3000003
1,false,true,1000001,3000003
1,true,false,1000001,3000003
1,false,false,1000001,3000003
2,true,true,1000001,1500003
2,false,true,1000001,1500003
2,true,false,1000001,1500003
2,false,false,1000001,1500003
4,true,true,1000001,780635
4,false,true,1000001,825816
4,true,false,1000001,789928
4,false,false,1000001,830587
8,true,true,1000001,457315
8,false,true,1000001,590116
8,true,false,1000001,482512
8,false,false,1000001,598776
16,true,true,1000001,315897
16,false,true,1000001,551292
16,true,false,1000001,353729
16,false,false,1000001,561938
32,true,true,1000001,290186
32,false,true,1000001,549786
32,true,false,1000001,332074
32,false,false,1000001,560908
64,true,true,1000001,288868
64,false,true,1000001,549776
64,true,false,1000001,331367
64,false,false,1000001,560898
128,true,true,1000001,288804
128,false,true,1000001,549776
128,true,false,1000001,331314
128,false,false,1000001,560898
256,true,true,1000001,288804
256,false,true,1000001,549776
256,true,false,1000001,331314
256,false,false,1000001,560898
512,true,true,1000001,288804
512,false,true,1000001,549776
512,true,false,1000001,331314
512,false,false,1000001,560898
1024,true,true,1000001,288804
1024,false,true,1000001,549776
1024,true,false,1000001,331314
1024,false,false,1000001,560898
