Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,778068
1,false,true,1000001,817729
1,true,false,1000001,787420
1,false,false,1000001,822263
2,true,true,1000001,440944
2,false,true,1000001,580468
2,true,false,1000001,461616
2,false,false,1000001,584938
4,true,true,1000001,281307
4,false,true,1000001,502327
4,true,false,1000001,311515
4,false,false,1000001,508220
8,true,true,1000001,216642
8,false,true,1000001,494600
8,true,false,1000001,262411
8,false,false,1000001,504131
16,true,true,1000001,198888
16,false,true,1000001,489985
16,true,false,1000001,247399
16,false,false,1000001,495353
32,true,true,1000001,195875
32,false,true,1000001,489957
32,true,false,1000001,241666
32,false,false,1000001,495084
64,true,true,1000001,195678
64,false,true,1000001,489957
64,true,false,1000001,241600
64,false,false,1000001,495084
