Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,795897
1,false,true,1000001,884124
1,true,false,1000001,878703
1,false,false,1000001,884134
2,true,true,1000001,495141
2,false,true,1000001,840602
2,true,false,1000001,586338
2,false,false,1000001,840681
4,true,true,1000001,385659
4,false,true,1000001,822898
4,true,false,1000001,555674
4,false,false,1000001,823143
8,true,true,1000001,374017
8,false,true,1000001,821450
8,true,false,1000001,542984
8,false,false,1000001,822599
16,true,true,1000001,370741
16,false,true,1000001,820435
16,true,false,1000001,539874
16,false,false,1000001,820651
32,true,true,1000001,370361
32,false,true,1000001,820410
32,true,false,1000001,538593
32,false,false,1000001,820602
64,true,true,1000001,370269
64,false,true,1000001,820410
64,true,false,1000001,538529
64,false,false,1000001,820602
