Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,642976
1,false,true,1000001,701545
1,true,false,1000001,657512
1,false,false,1000001,703389
2,true,true,1000001,368431
2,false,true,1000001,494098
2,true,false,1000001,411620
2,false,false,1000001,504648
4,true,true,1000001,227978
4,false,true,1000001,425876
4,true,false,1000001,304766
4,false,false,1000001,448234
8,true,true,1000001,167028
8,false,true,1000001,389671
8,true,false,1000001,260934
8,false,false,1000001,416604
16,true,true,1000001,137406
16,false,true,1000001,379049
16,true,false,1000001,240087
16,false,false,1000001,407749
32,true,true,1000001,131149
32,false,true,1000001,378104
32,true,false,1000001,238341
32,false,false,1000001,407715
64,true,true,1000001,130559
64,false,true,1000001,378104
64,true,false,1000001,238198
64,false,false,1000001,407715
