Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,738369
1,false,true,1000001,792998
1,true,false,1000001,744114
1,false,false,1000001,793023
2,true,true,1000001,535862
2,false,true,1000001,735555
2,true,false,1000001,579632
2,false,false,1000001,736728
4,true,true,1000001,474653
4,false,true,1000001,717224
4,true,false,1000001,523891
4,false,false,1000001,717329
8,true,true,1000001,455181
8,false,true,1000001,709714
8,true,false,1000001,507111
8,false,false,1000001,710911
16,true,true,1000001,450203
16,false,true,1000001,708473
16,true,false,1000001,502229
16,false,false,1000001,708572
32,true,true,1000001,449829
32,false,true,1000001,708464
32,true,false,1000001,500775
32,false,false,1000001,708560
64,true,true,1000001,449698
64,false,true,1000001,708464
64,true,false,1000001,500635
64,false,false,1000001,708560
