Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,849902
1,false,true,1000001,879023
1,true,false,1000001,855558
1,false,false,1000001,879032
2,true,true,1000001,544460
2,false,true,1000001,734737
2,true,false,1000001,593994
2,false,false,1000001,734773
4,true,true,1000001,470540
4,false,true,1000001,711183
4,true,false,1000001,518984
4,false,false,1000001,711296
8,true,true,1000001,453642
8,false,true,1000001,709647
8,true,false,1000001,505559
8,false,false,1000001,710875
16,true,true,1000001,450133
16,false,true,1000001,708473
16,true,false,1000001,502154
16,false,false,1000001,708572
32,true,true,1000001,449750
32,false,true,1000001,708464
32,true,false,1000001,500698
32,false,false,1000001,708560
64,true,true,1000001,449658
64,false,true,1000001,708464
64,true,false,1000001,500635
64,false,false,1000001,708560
