Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,662156
1,false,true,1000001,737940
1,true,false,1000001,672208
1,false,false,1000001,738064
2,true,true,1000001,400540
2,false,true,1000001,562693
2,true,false,1000001,426624
2,false,false,1000001,571682
4,true,true,1000001,279739
4,false,true,1000001,523914
4,true,false,1000001,310366
4,false,false,1000001,528799
8,true,true,1000001,221718
8,false,true,1000001,494972
8,true,false,1000001,269491
8,false,false,1000001,504228
16,true,true,1000001,200376
16,false,true,1000001,490000
16,true,false,1000001,247713
16,false,false,1000001,495368
32,true,true,1000001,195980
32,false,true,1000001,489957
32,true,false,1000001,241764
32,false,false,1000001,495084
64,true,true,1000001,195718
64,false,true,1000001,489957
64,true,false,1000001,241600
64,false,false,1000001,495084
