Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,778185
1,false,true,1000001,817172
1,true,false,1000001,787748
1,false,false,1000001,821840
2,true,true,1000001,441262
2,false,true,1000001,579034
2,true,false,1000001,462064
2,false,false,1000001,583647
4,true,true,1000001,282107
4,false,true,1000001,500979
4,true,false,1000001,312332
4,false,false,1000001,506986
8,true,true,1000001,218273
8,false,true,1000001,493157
8,true,false,1000001,263972
8,false,false,1000001,502827
16,true,true,1000001,200592
16,false,true,1000001,488545
16,true,false,1000001,248960
16,false,false,1000001,494043
32,true,true,1000001,198014
32,false,true,1000001,488531
32,true,false,1000001,243674
32,false,false,1000001,493797
64,true,true,1000001,197879
64,false,true,1000001,488531
64,true,false,1000001,243589
64,false,false,1000001,493797
