Width,Reg Renaming,Mem Renaming,Instructions,Cycles
1,true,true,1000001,776562
1,false,true,1000001,790133
1,true,false,1000001,777615
1,false,false,1000001,790153
2,true,true,1000001,438499
2,false,true,1000001,513115
2,true,false,1000001,442571
2,false,false,1000001,513492
4,true,true,1000001,261955
4,false,true,1000001,407531
4,true,false,1000001,270845
4,false,false,1000001,408379
8,true,true,1000001,188704
8,false,true,1000001,394715
8,true,false,1000001,215406
8,false,false,1000001,402015
16,true,true,1000001,173883
16,false,true,1000001,387780
16,true,false,1000001,200873
16,false,false,1000001,388435
32,true,true,1000001,168598
32,false,true,1000001,387771
32,true,false,1000001,191766
32,false,false,1000001,388426
64,true,true,1000001,167909
64,false,true,1000001,387771
64,true,false,1000001,191708
64,false,false,1000001,388426
